p_mut	p_inf	seed	n_inf_n	n_rec_n	ief_mean	ief_var	ief_max	ief_min	r0_mean	r0_var	r0_bins
6.3095734448019305e-6	0.007	26	0	49	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.007	27	0	57	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.007	28	5000	0	874.1461000524174	474426.0007410017	6265.592788976656	61.65314667768565	143.9934741471753	98.73143341483939	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 5, 1, 1, 2, 1, 0, 2, 1, 2, 3, 3, 4, 2, 2, 4, 3, 6, 7, 8, 5, 3, 10, 6, 12, 9, 9, 11, 9, 12, 12, 16, 14, 2, 18, 19, 31, 28, 23, 23, 27, 36, 36, 46, 52, 46, 43, 48, 42, 49, 65, 69, 67, 112, 91, 100, 138, 173, 224, 259, 294, 480, 2157, 5]
6.3095734448019305e-6	0.007	29	0	51	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.007	30	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	1	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	2	0	92	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	3	0	61	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	4	0	88	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	5	5000	0	645.7144571942032	256725.82179146688	5553.247994908812	60.40367333688456	141.4040997479608	138.78442578080904	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 4, 3, 2, 2, 2, 2, 6, 3, 5, 8, 4, 5, 6, 11, 2, 7, 15, 8, 10, 8, 11, 11, 15, 12, 18, 13, 10, 17, 19, 30, 34, 21, 29, 22, 45, 37, 30, 48, 25, 45, 53, 55, 55, 71, 53, 70, 80, 79, 92, 85, 82, 121, 109, 120, 131, 133, 172, 192, 252, 266, 395, 1714, 2]
6.3095734448019305e-6	0.008	6	5000	0	871.0728873348836	720310.0353573516	9472.458592104269	70.81326163702325	143.97488192937843	100.47377674956755	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 3, 3, 4, 3, 1, 2, 1, 3, 2, 3, 4, 2, 6, 3, 7, 8, 8, 10, 6, 10, 8, 15, 12, 13, 12, 11, 15, 16, 9, 16, 21, 21, 36, 31, 25, 27, 39, 44, 36, 36, 40, 31, 40, 50, 51, 59, 63, 86, 64, 71, 95, 78, 102, 119, 218, 255, 333, 436, 2225, 45]
6.3095734448019305e-6	0.008	7	5000	0	822.1655210773519	684175.627096347	7359.778130714139	78.81517913026276	142.91678462923505	124.66792287423411	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 3, 2, 2, 2, 2, 1, 3, 4, 3, 3, 4, 5, 2, 4, 3, 5, 3, 1, 1, 6, 3, 11, 11, 2, 8, 8, 8, 13, 19, 10, 11, 11, 12, 13, 18, 28, 18, 18, 25, 26, 26, 24, 33, 28, 47, 39, 40, 50, 49, 48, 70, 58, 57, 61, 64, 67, 90, 104, 116, 98, 145, 152, 199, 212, 222, 395, 2116, 50]
6.3095734448019305e-6	0.008	8	5000	0	644.0054383412071	195023.8398773718	4080.9082602811354	53.901918925695654	142.54814441134567	120.50333056082175	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 0, 0, 2, 0, 3, 2, 4, 1, 3, 1, 3, 3, 3, 3, 3, 3, 2, 4, 2, 7, 5, 7, 5, 5, 8, 5, 12, 19, 14, 20, 22, 11, 21, 17, 26, 19, 29, 27, 17, 16, 25, 31, 36, 43, 52, 26, 44, 47, 57, 51, 63, 48, 86, 80, 84, 93, 130, 125, 134, 170, 188, 215, 272, 289, 446, 1798]
6.3095734448019305e-6	0.008	9	0	228	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	10	5000	0	876.4456340336334	475835.5820625041	7950.635037254763	99.14795618813187	145.02904144908322	85.37353060874887	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 2, 1, 0, 2, 0, 1, 2, 0, 1, 5, 3, 2, 4, 2, 0, 2, 3, 2, 8, 2, 5, 6, 9, 5, 7, 7, 9, 4, 10, 5, 14, 10, 20, 12, 10, 19, 11, 15, 7, 12, 19, 19, 16, 34, 23, 21, 27, 40, 27, 28, 46, 60, 47, 81, 98, 72, 84, 57, 114, 145, 174, 222, 274, 434, 2585, 9]
6.3095734448019305e-6	0.008	11	0	30	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	12	0	30	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	13	0	48	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	14	5000	0	766.3940293374294	344221.91653180023	7057.355752523858	50.71031477200051	145.24988711472417	62.09853294537375	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 1, 0, 1, 2, 0, 4, 3, 0, 2, 3, 2, 2, 1, 2, 0, 6, 7, 8, 7, 4, 8, 6, 13, 12, 8, 23, 20, 16, 20, 20, 31, 18, 34, 30, 28, 33, 24, 39, 47, 58, 82, 72, 78, 93, 113, 106, 123, 167, 194, 287, 331, 536, 2257, 8]
6.3095734448019305e-6	0.008	15	0	35	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	16	0	198	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	17	0	36	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	18	5000	0	804.3989731627455	438436.72676323034	6321.146459666094	88.52369739826075	144.45999181161886	85.33277570785798	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 6, 1, 1, 1, 9, 6, 3, 6, 2, 1, 1, 2, 3, 4, 5, 6, 4, 6, 7, 5, 6, 8, 7, 7, 14, 16, 10, 17, 28, 21, 17, 17, 24, 30, 25, 30, 27, 33, 41, 45, 41, 57, 36, 60, 65, 79, 59, 89, 94, 118, 160, 160, 177, 240, 325, 465, 2255, 9]
6.3095734448019305e-6	0.008	19	0	154	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	20	5000	0	948.5612224593207	1.267786182890446e6	12144.222711281742	101.07114789600278	145.18756361377433	72.63590021234711	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 3, 3, 1, 2, 2, 3, 4, 2, 2, 1, 10, 0, 7, 3, 7, 5, 8, 8, 10, 9, 9, 5, 15, 6, 14, 19, 16, 17, 26, 16, 23, 26, 21, 35, 26, 38, 48, 21, 39, 49, 47, 52, 53, 72, 81, 85, 103, 141, 143, 146, 191, 303, 515, 2422, 80]
6.3095734448019305e-6	0.008	21	5000	0	671.3502332909691	189825.22844042646	3268.7749295544277	45.107460520144215	143.24080627346913	112.43917144318716	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 3, 2, 1, 2, 2, 1, 1, 1, 4, 2, 3, 2, 2, 2, 5, 6, 3, 1, 3, 2, 3, 7, 4, 7, 8, 3, 11, 10, 8, 6, 16, 10, 10, 16, 18, 13, 15, 21, 24, 12, 24, 20, 27, 28, 27, 40, 47, 40, 37, 47, 57, 62, 49, 78, 86, 92, 81, 131, 107, 114, 160, 219, 207, 229, 308, 378, 2025]
6.3095734448019305e-6	0.008	22	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	23	0	163	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	24	5000	0	794.988182163199	447986.83467600495	8000.482785310386	60.23945061777535	144.0144459546558	105.45637175731419	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 1, 1, 4, 4, 3, 2, 3, 4, 5, 5, 2, 5, 1, 5, 7, 9, 9, 8, 7, 6, 4, 13, 11, 13, 15, 17, 14, 13, 25, 26, 18, 32, 26, 29, 28, 38, 41, 24, 27, 38, 29, 33, 54, 55, 37, 45, 49, 97, 114, 85, 96, 125, 137, 174, 231, 329, 452, 2284, 15]
6.3095734448019305e-6	0.008	25	5000	0	929.3127452003604	611387.033975844	9403.977227627594	71.99299600791477	144.08031042439234	118.72043049004608	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 3, 2, 5, 1, 5, 4, 2, 1, 1, 4, 1, 3, 7, 6, 4, 2, 6, 1, 15, 7, 6, 6, 7, 7, 8, 12, 5, 7, 8, 9, 4, 7, 12, 7, 8, 10, 17, 7, 13, 15, 13, 18, 23, 9, 22, 28, 37, 35, 36, 45, 49, 54, 63, 77, 63, 77, 81, 108, 98, 101, 103, 133, 120, 157, 231, 336, 2600, 18]
6.3095734448019305e-6	0.008	26	0	46	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	27	0	44	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.008	28	5000	0	1139.7109097034142	1.2799295868254406e6	10959.9026305121	72.96696710932392	145.19100286443685	90.10185669046577	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 4, 0, 1, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 2, 2, 3, 2, 2, 7, 3, 5, 8, 10, 4, 5, 7, 2, 9, 13, 9, 6, 11, 9, 9, 9, 17, 14, 15, 27, 19, 21, 27, 25, 25, 27, 30, 28, 28, 32, 41, 39, 45, 63, 50, 54, 50, 71, 69, 72, 74, 119, 99, 154, 205, 294, 2941, 71]
6.3095734448019305e-6	0.008	29	5000	0	843.1047899175784	933056.8121804073	14056.417262002355	54.44895292887759	143.86450137223974	110.75566088982488	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 3, 2, 0, 2, 0, 0, 1, 0, 2, 0, 1, 3, 2, 4, 3, 2, 2, 1, 2, 6, 5, 5, 5, 5, 4, 4, 2, 4, 3, 9, 8, 4, 10, 12, 10, 7, 7, 9, 10, 20, 16, 17, 8, 15, 17, 29, 26, 25, 29, 31, 39, 52, 44, 38, 57, 71, 73, 57, 80, 89, 97, 89, 129, 135, 185, 188, 234, 325, 479, 2069, 62]
6.3095734448019305e-6	0.008	30	0	161	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.009	1	5000	0	740.3741103342726	324795.5860902459	6468.830012716176	73.93820802223267	145.1952602123412	68.1916852233159	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 2, 4, 3, 5, 2, 0, 1, 3, 4, 9, 3, 5, 5, 4, 2, 7, 4, 7, 6, 3, 8, 8, 15, 10, 9, 9, 10, 24, 10, 7, 10, 19, 25, 25, 37, 35, 39, 42, 34, 50, 66, 80, 81, 71, 88, 117, 124, 141, 145, 174, 217, 259, 455, 2466, 4]
6.3095734448019305e-6	0.009	2	5000	0	615.4860497041373	255162.19546196068	7853.105620032363	75.79112690260979	143.1356089009609	105.74645023533799	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 0, 1, 1, 2, 1, 3, 1, 3, 0, 2, 6, 7, 5, 5, 3, 4, 1, 5, 3, 7, 7, 5, 9, 10, 14, 6, 9, 11, 7, 14, 17, 17, 9, 18, 17, 15, 22, 28, 34, 23, 40, 36, 40, 50, 30, 59, 50, 74, 62, 79, 80, 61, 78, 103, 89, 108, 113, 147, 145, 189, 282, 320, 513, 1882, 10]
6.3095734448019305e-6	0.009	3	0	47	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.009	4	0	59	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.009	5	5000	0	1036.5371757669689	1.5628111222275228e6	16994.081209509695	85.51354894975452	144.94458941653207	76.41066002861264	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 3, 0, 0, 4, 2, 1, 2, 3, 5, 5, 3, 7, 8, 5, 9, 9, 5, 8, 7, 13, 14, 9, 13, 17, 17, 18, 27, 13, 22, 27, 30, 41, 20, 24, 38, 56, 47, 51, 68, 49, 69, 74, 86, 92, 79, 82, 108, 104, 150, 203, 216, 312, 2616, 103]
6.3095734448019305e-6	0.009	6	5000	0	678.1557005164309	502779.8883028935	9509.28122256219	48.08833388730171	143.91832774696795	94.49231157471392	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 4, 1, 3, 3, 5, 1, 4, 12, 11, 14, 3, 9, 13, 6, 7, 4, 10, 6, 12, 15, 16, 12, 14, 19, 24, 30, 26, 27, 20, 27, 34, 46, 35, 46, 41, 51, 63, 60, 51, 71, 94, 106, 126, 143, 150, 206, 218, 260, 340, 446, 1976, 55]
6.3095734448019305e-6	0.009	7	5000	0	608.6920056831001	168119.56513163508	4435.149521693672	61.02162225308787	143.92411230990913	100.59013900719992	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 3, 6, 2, 2, 1, 2, 0, 1, 2, 4, 3, 6, 2, 6, 4, 4, 6, 6, 6, 3, 8, 8, 9, 7, 7, 9, 12, 13, 15, 12, 16, 13, 14, 15, 13, 16, 22, 16, 29, 30, 19, 30, 25, 46, 35, 61, 46, 55, 61, 89, 73, 94, 97, 87, 111, 129, 177, 195, 258, 363, 620, 1964, 1]
6.3095734448019305e-6	0.009	8	5000	0	843.1760822694042	757457.3769214755	8146.014289770095	65.97952127713555	145.14299116417422	79.77371919216526	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 1, 2, 4, 2, 2, 1, 1, 1, 1, 3, 5, 2, 2, 2, 5, 11, 6, 8, 1, 10, 7, 7, 10, 8, 11, 6, 17, 11, 21, 12, 12, 18, 21, 22, 18, 23, 29, 47, 39, 38, 38, 33, 39, 42, 42, 47, 70, 74, 78, 84, 133, 156, 152, 236, 360, 476, 2398, 83]
6.3095734448019305e-6	0.009	9	0	27	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.009	10	0	68	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.009	11	0	27	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
6.3095734448019305e-6	0.009	12	5000	0	555.6889360963202	108332.7085210503	2925.4865411577707	68.32061677827556	143.26199528859252	108.15983571640955	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 4, 1, 3, 1, 4, 0, 2, 6, 1, 2, 4, 1, 5, 6, 3, 1, 2, 2, 3, 6, 9, 5, 13, 14, 10, 9, 6, 20, 8, 24, 11, 22, 19, 15, 18, 17, 21, 15, 24, 24, 27, 28, 24, 36, 38, 38, 36, 55, 46, 63, 75, 77, 77, 75, 97, 147, 122, 170, 196, 219, 287, 369, 517, 1811]
6.3095734448019305e-6	0.009	13	5000	0	708.821459715182	314941.7676056316	7071.0435301254665	68.92163701346453	144.60846541811964	86.52312169032506	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 3, 0, 3, 1, 1, 1, 2, 1, 2, 1, 3, 0, 3, 0, 5, 4, 3, 1, 1, 1, 3, 2, 8, 1, 3, 7, 5, 5, 13, 8, 5, 7, 8, 10, 6, 11, 21, 20, 20, 14, 14, 26, 20, 20, 28, 29, 41, 26, 33, 50, 60, 65, 65, 68, 59, 62, 63, 90, 113, 135, 178, 196, 245, 345, 496, 2250, 2]
6.3095734448019305e-6	0.009	14	5000	0	611.4500331356613	191736.07854548763	4934.194081961917	50.55098677058508	143.83365446068146	90.5924124061334	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 5, 0, 0, 1, 1, 2, 1, 0, 1, 0, 1, 5, 0, 0, 6, 3, 5, 2, 3, 5, 3, 1, 7, 12, 2, 7, 17, 10, 12, 15, 17, 9, 13, 13, 21, 8, 26, 15, 20, 26, 22, 20, 26, 35, 36, 53, 39, 52, 48, 50, 62, 70, 88, 119, 125, 110, 153, 146, 198, 230, 261, 353, 433, 1967, 1]
